nama_provinsi,tahun,nilai,indikator
NUSA TENGGARA TIMUR,2024,13.23,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2024,8.02,Rata-rata Lama Sekolah
PAPUA,2010,8.57,Harapan Lama Sekolah
PAPUA,2010,5.59,Rata-rata Lama Sekolah
PAPUA,2011,8.92,Harapan Lama Sekolah
PAPUA,2011,5.6,Rata-rata Lama Sekolah
PAPUA,2012,9.11,Harapan Lama Sekolah
PAPUA,2012,5.73,Rata-rata Lama Sekolah
PAPUA,2013,9.58,Harapan Lama Sekolah
PAPUA,2013,5.74,Rata-rata Lama Sekolah
PAPUA,2014,9.94,Harapan Lama Sekolah
PAPUA,2014,5.76,Rata-rata Lama Sekolah
PAPUA,2015,9.95,Harapan Lama Sekolah
PAPUA,2015,5.99,Rata-rata Lama Sekolah
PAPUA,2016,10.23,Harapan Lama Sekolah
PAPUA,2016,6.15,Rata-rata Lama Sekolah
PAPUA,2017,10.54,Harapan Lama Sekolah
PAPUA,2017,6.27,Rata-rata Lama Sekolah
PAPUA,2018,10.83,Harapan Lama Sekolah
PAPUA,2018,6.52,Rata-rata Lama Sekolah
PAPUA,2019,11.05,Harapan Lama Sekolah
PAPUA,2019,6.65,Rata-rata Lama Sekolah
PAPUA,2020,11.08,Harapan Lama Sekolah
PAPUA,2020,6.69,Rata-rata Lama Sekolah
PAPUA,2021,11.11,Harapan Lama Sekolah
PAPUA,2021,6.76,Rata-rata Lama Sekolah
PAPUA,2022,11.14,Harapan Lama Sekolah
PAPUA,2022,7.02,Rata-rata Lama Sekolah
PAPUA,2023,11.15,Harapan Lama Sekolah
PAPUA,2023,7.15,Rata-rata Lama Sekolah
PAPUA,2024,13.72,Harapan Lama Sekolah
PAPUA,2024,9.82,Rata-rata Lama Sekolah
PAPUA BARAT,2010,11.1,Harapan Lama Sekolah
PAPUA BARAT,2010,6.77,Rata-rata Lama Sekolah
PAPUA BARAT,2011,11.21,Harapan Lama Sekolah
PAPUA BARAT,2011,6.82,Rata-rata Lama Sekolah
PAPUA BARAT,2012,11.45,Harapan Lama Sekolah
PAPUA BARAT,2012,6.87,Rata-rata Lama Sekolah
PAPUA BARAT,2013,11.67,Harapan Lama Sekolah
PAPUA BARAT,2013,6.91,Rata-rata Lama Sekolah
PAPUA BARAT,2014,11.87,Harapan Lama Sekolah
PAPUA BARAT,2014,6.96,Rata-rata Lama Sekolah
PAPUA BARAT,2015,12.06,Harapan Lama Sekolah
PAPUA BARAT,2015,7.01,Rata-rata Lama Sekolah
PAPUA BARAT,2016,12.26,Harapan Lama Sekolah
PAPUA BARAT,2016,7.06,Rata-rata Lama Sekolah
PAPUA BARAT,2017,12.47,Harapan Lama Sekolah
PAPUA BARAT,2017,7.15,Rata-rata Lama Sekolah
PAPUA BARAT,2018,12.53,Harapan Lama Sekolah
PAPUA BARAT,2018,7.27,Rata-rata Lama Sekolah
PAPUA BARAT,2019,12.72,Harapan Lama Sekolah
PAPUA BARAT,2019,7.44,Rata-rata Lama Sekolah
PAPUA BARAT,2020,12.91,Harapan Lama Sekolah
PAPUA BARAT,2020,7.6,Rata-rata Lama Sekolah
PAPUA BARAT,2021,13.13,Harapan Lama Sekolah
PAPUA BARAT,2021,7.69,Rata-rata Lama Sekolah
PAPUA BARAT,2022,13.21,Harapan Lama Sekolah
PAPUA BARAT,2022,7.84,Rata-rata Lama Sekolah
PAPUA BARAT,2023,13.34,Harapan Lama Sekolah
PAPUA BARAT,2023,7.93,Rata-rata Lama Sekolah
PAPUA BARAT,2024,13.17,Harapan Lama Sekolah
PAPUA BARAT,2024,7.86,Rata-rata Lama Sekolah
PAPUA BARAT DAYA,2024,13.88,Harapan Lama Sekolah
PAPUA BARAT DAYA,2024,8.39,Rata-rata Lama Sekolah
PAPUA PEGUNUNGAN,2024,9.97,Harapan Lama Sekolah
PAPUA PEGUNUNGAN,2024,4.21,Rata-rata Lama Sekolah
PAPUA SELATAN,2024,12.67,Harapan Lama Sekolah
PAPUA SELATAN,2024,8.38,Rata-rata Lama Sekolah
PAPUA TENGAH,2024,9.63,Harapan Lama Sekolah
PAPUA TENGAH,2024,6.12,Rata-rata Lama Sekolah
RIAU,2010,11.76,Harapan Lama Sekolah
RIAU,2010,8.25,Rata-rata Lama Sekolah
RIAU,2011,11.78,Harapan Lama Sekolah
RIAU,2011,8.29,Rata-rata Lama Sekolah
RIAU,2012,11.79,Harapan Lama Sekolah
RIAU,2012,8.34,Rata-rata Lama Sekolah
RIAU,2013,12.27,Harapan Lama Sekolah
RIAU,2013,8.38,Rata-rata Lama Sekolah
RIAU,2014,12.45,Harapan Lama Sekolah
RIAU,2014,8.47,Rata-rata Lama Sekolah
RIAU,2015,12.74,Harapan Lama Sekolah
RIAU,2015,8.49,Rata-rata Lama Sekolah
RIAU,2016,12.86,Harapan Lama Sekolah
RIAU,2016,8.59,Rata-rata Lama Sekolah
RIAU,2017,13.03,Harapan Lama Sekolah
RIAU,2017,8.76,Rata-rata Lama Sekolah
RIAU,2018,13.11,Harapan Lama Sekolah
RIAU,2018,8.92,Rata-rata Lama Sekolah
RIAU,2019,13.14,Harapan Lama Sekolah
RIAU,2019,9.03,Rata-rata Lama Sekolah
RIAU,2020,13.2,Harapan Lama Sekolah
RIAU,2020,9.14,Rata-rata Lama Sekolah
RIAU,2021,13.28,Harapan Lama Sekolah
RIAU,2021,9.19,Rata-rata Lama Sekolah
RIAU,2022,13.29,Harapan Lama Sekolah
RIAU,2022,9.22,Rata-rata Lama Sekolah
RIAU,2023,13.3,Harapan Lama Sekolah
RIAU,2023,9.32,Rata-rata Lama Sekolah
RIAU,2024,13.42,Harapan Lama Sekolah
RIAU,2024,9.43,Rata-rata Lama Sekolah
SULAWESI BARAT,2010,10.58,Harapan Lama Sekolah
SULAWESI BARAT,2010,6.63,Rata-rata Lama Sekolah
SULAWESI BARAT,2011,11.21,Harapan Lama Sekolah
SULAWESI BARAT,2011,6.65,Rata-rata Lama Sekolah
SULAWESI BARAT,2012,11.28,Harapan Lama Sekolah
SULAWESI BARAT,2012,6.76,Rata-rata Lama Sekolah
SULAWESI BARAT,2013,11.46,Harapan Lama Sekolah
SULAWESI BARAT,2013,6.87,Rata-rata Lama Sekolah
SULAWESI BARAT,2014,11.78,Harapan Lama Sekolah
SULAWESI BARAT,2014,6.88,Rata-rata Lama Sekolah
SULAWESI BARAT,2015,12.22,Harapan Lama Sekolah
SULAWESI BARAT,2015,6.94,Rata-rata Lama Sekolah
SULAWESI BARAT,2016,12.34,Harapan Lama Sekolah
SULAWESI BARAT,2016,7.14,Rata-rata Lama Sekolah
SULAWESI BARAT,2017,12.48,Harapan Lama Sekolah
SULAWESI BARAT,2017,7.31,Rata-rata Lama Sekolah
SULAWESI BARAT,2018,12.59,Harapan Lama Sekolah
SULAWESI BARAT,2018,7.5,Rata-rata Lama Sekolah
SULAWESI BARAT,2019,12.62,Harapan Lama Sekolah
SULAWESI BARAT,2019,7.73,Rata-rata Lama Sekolah
SULAWESI BARAT,2020,12.77,Harapan Lama Sekolah
SULAWESI BARAT,2020,7.89,Rata-rata Lama Sekolah
SULAWESI BARAT,2021,12.86,Harapan Lama Sekolah
SULAWESI BARAT,2021,7.96,Rata-rata Lama Sekolah
SULAWESI BARAT,2022,12.87,Harapan Lama Sekolah
SULAWESI BARAT,2022,8.08,Rata-rata Lama Sekolah
SULAWESI BARAT,2023,12.88,Harapan Lama Sekolah
SULAWESI BARAT,2023,8.13,Rata-rata Lama Sekolah
SULAWESI BARAT,2024,12.89,Harapan Lama Sekolah
SULAWESI BARAT,2024,8.15,Rata-rata Lama Sekolah
SULAWESI SELATAN,2010,11.47,Harapan Lama Sekolah
SULAWESI SELATAN,2010,7.29,Rata-rata Lama Sekolah
SULAWESI SELATAN,2011,11.82,Harapan Lama Sekolah
SULAWESI SELATAN,2011,7.33,Rata-rata Lama Sekolah
SULAWESI SELATAN,2012,12.16,Harapan Lama Sekolah
SULAWESI SELATAN,2012,7.37,Rata-rata Lama Sekolah
SULAWESI SELATAN,2013,12.52,Harapan Lama Sekolah
SULAWESI SELATAN,2013,7.45,Rata-rata Lama Sekolah
SULAWESI SELATAN,2014,12.9,Harapan Lama Sekolah
SULAWESI SELATAN,2014,7.49,Rata-rata Lama Sekolah
SULAWESI SELATAN,2015,12.99,Harapan Lama Sekolah
SULAWESI SELATAN,2015,7.64,Rata-rata Lama Sekolah
SULAWESI SELATAN,2016,13.16,Harapan Lama Sekolah
SULAWESI SELATAN,2016,7.75,Rata-rata Lama Sekolah
SULAWESI SELATAN,2017,13.28,Harapan Lama Sekolah
SULAWESI SELATAN,2017,7.95,Rata-rata Lama Sekolah
SULAWESI SELATAN,2018,13.34,Harapan Lama Sekolah
SULAWESI SELATAN,2018,8.02,Rata-rata Lama Sekolah
SULAWESI SELATAN,2019,13.36,Harapan Lama Sekolah
SULAWESI SELATAN,2019,8.26,Rata-rata Lama Sekolah
SULAWESI SELATAN,2020,13.45,Harapan Lama Sekolah
SULAWESI SELATAN,2020,8.38,Rata-rata Lama Sekolah
SULAWESI SELATAN,2021,13.52,Harapan Lama Sekolah
SULAWESI SELATAN,2021,8.46,Rata-rata Lama Sekolah
SULAWESI SELATAN,2022,13.53,Harapan Lama Sekolah
SULAWESI SELATAN,2022,8.63,Rata-rata Lama Sekolah
SULAWESI SELATAN,2023,13.54,Harapan Lama Sekolah
SULAWESI SELATAN,2023,8.76,Rata-rata Lama Sekolah
SULAWESI SELATAN,2024,13.55,Harapan Lama Sekolah
SULAWESI SELATAN,2024,8.86,Rata-rata Lama Sekolah
SULAWESI TENGAH,2010,11.17,Harapan Lama Sekolah
SULAWESI TENGAH,2010,7.65,Rata-rata Lama Sekolah
SULAWESI TENGAH,2011,11.82,Harapan Lama Sekolah
SULAWESI TENGAH,2011,7.69,Rata-rata Lama Sekolah
SULAWESI TENGAH,2012,12.09,Harapan Lama Sekolah
SULAWESI TENGAH,2012,7.73,Rata-rata Lama Sekolah
SULAWESI TENGAH,2013,12.36,Harapan Lama Sekolah
SULAWESI TENGAH,2013,7.82,Rata-rata Lama Sekolah
SULAWESI TENGAH,2014,12.71,Harapan Lama Sekolah
SULAWESI TENGAH,2014,7.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2015,12.72,Harapan Lama Sekolah
SULAWESI TENGAH,2015,7.97,Rata-rata Lama Sekolah
SULAWESI TENGAH,2016,12.92,Harapan Lama Sekolah
SULAWESI TENGAH,2016,8.12,Rata-rata Lama Sekolah
SULAWESI TENGAH,2017,13.04,Harapan Lama Sekolah
SULAWESI TENGAH,2017,8.29,Rata-rata Lama Sekolah
SULAWESI TENGAH,2018,13.13,Harapan Lama Sekolah
SULAWESI TENGAH,2018,8.52,Rata-rata Lama Sekolah
SULAWESI TENGAH,2019,13.14,Harapan Lama Sekolah
SULAWESI TENGAH,2019,8.75,Rata-rata Lama Sekolah
SULAWESI TENGAH,2020,13.17,Harapan Lama Sekolah
SULAWESI TENGAH,2020,8.83,Rata-rata Lama Sekolah
SULAWESI TENGAH,2021,13.23,Harapan Lama Sekolah
SULAWESI TENGAH,2021,8.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2022,13.32,Harapan Lama Sekolah
SULAWESI TENGAH,2022,8.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2023,13.33,Harapan Lama Sekolah
SULAWESI TENGAH,2023,8.96,Rata-rata Lama Sekolah
SULAWESI TENGAH,2024,13.34,Harapan Lama Sekolah
SULAWESI TENGAH,2024,9.04,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2010,12.15,Harapan Lama Sekolah
SULAWESI TENGGARA,2010,7.57,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2011,12.3,Harapan Lama Sekolah
SULAWESI TENGGARA,2011,7.67,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2012,12.45,Harapan Lama Sekolah
SULAWESI TENGGARA,2012,7.76,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2013,12.45,Harapan Lama Sekolah
SULAWESI TENGGARA,2013,7.93,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2014,12.78,Harapan Lama Sekolah
SULAWESI TENGGARA,2014,8.02,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2015,13.07,Harapan Lama Sekolah
SULAWESI TENGGARA,2015,8.18,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2016,13.24,Harapan Lama Sekolah
SULAWESI TENGGARA,2016,8.32,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2017,13.36,Harapan Lama Sekolah
SULAWESI TENGGARA,2017,8.46,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2018,13.53,Harapan Lama Sekolah
SULAWESI TENGGARA,2018,8.69,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2019,13.55,Harapan Lama Sekolah
SULAWESI TENGGARA,2019,8.91,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2020,13.65,Harapan Lama Sekolah
SULAWESI TENGGARA,2020,9.04,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2021,13.68,Harapan Lama Sekolah
SULAWESI TENGGARA,2021,9.13,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2022,13.69,Harapan Lama Sekolah
SULAWESI TENGGARA,2022,9.25,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2023,13.7,Harapan Lama Sekolah
SULAWESI TENGGARA,2023,9.31,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2024,13.71,Harapan Lama Sekolah
SULAWESI TENGGARA,2024,9.42,Rata-rata Lama Sekolah
SULAWESI UTARA,2010,11.34,Harapan Lama Sekolah
SULAWESI UTARA,2010,8.66,Rata-rata Lama Sekolah
SULAWESI UTARA,2011,11.5,Harapan Lama Sekolah
SULAWESI UTARA,2011,8.68,Rata-rata Lama Sekolah
SULAWESI UTARA,2012,11.77,Harapan Lama Sekolah
SULAWESI UTARA,2012,8.71,Rata-rata Lama Sekolah
SULAWESI UTARA,2013,11.88,Harapan Lama Sekolah
SULAWESI UTARA,2013,8.79,Rata-rata Lama Sekolah
SULAWESI UTARA,2014,12.16,Harapan Lama Sekolah
SULAWESI UTARA,2014,8.86,Rata-rata Lama Sekolah
SULAWESI UTARA,2015,12.43,Harapan Lama Sekolah
SULAWESI UTARA,2015,8.88,Rata-rata Lama Sekolah
SULAWESI UTARA,2016,12.55,Harapan Lama Sekolah
SULAWESI UTARA,2016,8.96,Rata-rata Lama Sekolah
SULAWESI UTARA,2017,12.66,Harapan Lama Sekolah
SULAWESI UTARA,2017,9.14,Rata-rata Lama Sekolah
SULAWESI UTARA,2018,12.68,Harapan Lama Sekolah
SULAWESI UTARA,2018,9.24,Rata-rata Lama Sekolah
SULAWESI UTARA,2019,12.73,Harapan Lama Sekolah
SULAWESI UTARA,2019,9.43,Rata-rata Lama Sekolah
SULAWESI UTARA,2020,12.85,Harapan Lama Sekolah
SULAWESI UTARA,2020,9.49,Rata-rata Lama Sekolah
SULAWESI UTARA,2021,12.94,Harapan Lama Sekolah
SULAWESI UTARA,2021,9.62,Rata-rata Lama Sekolah
SULAWESI UTARA,2022,12.95,Harapan Lama Sekolah
SULAWESI UTARA,2022,9.68,Rata-rata Lama Sekolah
SULAWESI UTARA,2023,12.96,Harapan Lama Sekolah
SULAWESI UTARA,2023,9.77,Rata-rata Lama Sekolah
SULAWESI UTARA,2024,12.97,Harapan Lama Sekolah
SULAWESI UTARA,2024,9.84,Rata-rata Lama Sekolah
SUMATERA BARAT,2010,12.22,Harapan Lama Sekolah
SUMATERA BARAT,2010,8.13,Rata-rata Lama Sekolah
SUMATERA BARAT,2011,12.52,Harapan Lama Sekolah
SUMATERA BARAT,2011,8.2,Rata-rata Lama Sekolah
SUMATERA BARAT,2012,12.81,Harapan Lama Sekolah
SUMATERA BARAT,2012,8.27,Rata-rata Lama Sekolah
SUMATERA BARAT,2013,13.16,Harapan Lama Sekolah
SUMATERA BARAT,2013,8.28,Rata-rata Lama Sekolah
SUMATERA BARAT,2014,13.48,Harapan Lama Sekolah
SUMATERA BARAT,2014,8.29,Rata-rata Lama Sekolah
SUMATERA BARAT,2015,13.6,Harapan Lama Sekolah
SUMATERA BARAT,2015,8.42,Rata-rata Lama Sekolah
SUMATERA BARAT,2016,13.79,Harapan Lama Sekolah
SUMATERA BARAT,2016,8.59,Rata-rata Lama Sekolah
SUMATERA BARAT,2017,13.94,Harapan Lama Sekolah
SUMATERA BARAT,2017,8.72,Rata-rata Lama Sekolah
SUMATERA BARAT,2018,13.95,Harapan Lama Sekolah
SUMATERA BARAT,2018,8.76,Rata-rata Lama Sekolah
SUMATERA BARAT,2019,14.01,Harapan Lama Sekolah
SUMATERA BARAT,2019,8.92,Rata-rata Lama Sekolah
SUMATERA BARAT,2020,14.02,Harapan Lama Sekolah
SUMATERA BARAT,2020,8.99,Rata-rata Lama Sekolah
SUMATERA BARAT,2021,14.09,Harapan Lama Sekolah
SUMATERA BARAT,2021,9.07,Rata-rata Lama Sekolah
SUMATERA BARAT,2022,14.1,Harapan Lama Sekolah
SUMATERA BARAT,2022,9.18,Rata-rata Lama Sekolah
SUMATERA BARAT,2023,14.11,Harapan Lama Sekolah
SUMATERA BARAT,2023,9.28,Rata-rata Lama Sekolah
SUMATERA BARAT,2024,14.3,Harapan Lama Sekolah
SUMATERA BARAT,2024,9.44,Rata-rata Lama Sekolah
SUMATERA SELATAN,2010,11.03,Harapan Lama Sekolah
SUMATERA SELATAN,2010,7.34,Rata-rata Lama Sekolah
SUMATERA SELATAN,2011,11.21,Harapan Lama Sekolah
SUMATERA SELATAN,2011,7.42,Rata-rata Lama Sekolah
SUMATERA SELATAN,2012,11.42,Harapan Lama Sekolah
SUMATERA SELATAN,2012,7.5,Rata-rata Lama Sekolah
SUMATERA SELATAN,2013,11.46,Harapan Lama Sekolah
SUMATERA SELATAN,2013,7.53,Rata-rata Lama Sekolah
SUMATERA SELATAN,2014,11.75,Harapan Lama Sekolah
SUMATERA SELATAN,2014,7.66,Rata-rata Lama Sekolah
SUMATERA SELATAN,2015,12.02,Harapan Lama Sekolah
SUMATERA SELATAN,2015,7.77,Rata-rata Lama Sekolah
SUMATERA SELATAN,2016,12.23,Harapan Lama Sekolah
SUMATERA SELATAN,2016,7.83,Rata-rata Lama Sekolah
SUMATERA SELATAN,2017,12.35,Harapan Lama Sekolah
SUMATERA SELATAN,2017,7.99,Rata-rata Lama Sekolah
SUMATERA SELATAN,2018,12.36,Harapan Lama Sekolah
SUMATERA SELATAN,2018,8.0,Rata-rata Lama Sekolah
SUMATERA SELATAN,2019,12.39,Harapan Lama Sekolah
SUMATERA SELATAN,2019,8.18,Rata-rata Lama Sekolah
SUMATERA SELATAN,2020,12.45,Harapan Lama Sekolah
SUMATERA SELATAN,2020,8.24,Rata-rata Lama Sekolah
SUMATERA SELATAN,2021,12.54,Harapan Lama Sekolah
SUMATERA SELATAN,2021,8.3,Rata-rata Lama Sekolah
SUMATERA SELATAN,2022,12.55,Harapan Lama Sekolah
SUMATERA SELATAN,2022,8.37,Rata-rata Lama Sekolah
SUMATERA SELATAN,2023,12.63,Harapan Lama Sekolah
SUMATERA SELATAN,2023,8.5,Rata-rata Lama Sekolah
SUMATERA SELATAN,2024,12.64,Harapan Lama Sekolah
SUMATERA SELATAN,2024,8.57,Rata-rata Lama Sekolah
SUMATERA UTARA,2010,11.82,Harapan Lama Sekolah
SUMATERA UTARA,2010,8.51,Rata-rata Lama Sekolah
SUMATERA UTARA,2011,11.83,Harapan Lama Sekolah
SUMATERA UTARA,2011,8.61,Rata-rata Lama Sekolah
SUMATERA UTARA,2012,11.97,Harapan Lama Sekolah
SUMATERA UTARA,2012,8.72,Rata-rata Lama Sekolah
SUMATERA UTARA,2013,12.41,Harapan Lama Sekolah
SUMATERA UTARA,2013,8.79,Rata-rata Lama Sekolah
SUMATERA UTARA,2014,12.61,Harapan Lama Sekolah
SUMATERA UTARA,2014,8.93,Rata-rata Lama Sekolah
SUMATERA UTARA,2015,12.82,Harapan Lama Sekolah
SUMATERA UTARA,2015,9.03,Rata-rata Lama Sekolah
SUMATERA UTARA,2016,13.0,Harapan Lama Sekolah
SUMATERA UTARA,2016,9.12,Rata-rata Lama Sekolah
SUMATERA UTARA,2017,13.1,Harapan Lama Sekolah
SUMATERA UTARA,2017,9.25,Rata-rata Lama Sekolah
SUMATERA UTARA,2018,13.14,Harapan Lama Sekolah
SUMATERA UTARA,2018,9.34,Rata-rata Lama Sekolah
SUMATERA UTARA,2019,13.15,Harapan Lama Sekolah
SUMATERA UTARA,2019,9.45,Rata-rata Lama Sekolah
SUMATERA UTARA,2020,13.23,Harapan Lama Sekolah
SUMATERA UTARA,2020,9.54,Rata-rata Lama Sekolah
SUMATERA UTARA,2021,13.27,Harapan Lama Sekolah
SUMATERA UTARA,2021,9.58,Rata-rata Lama Sekolah
SUMATERA UTARA,2022,13.31,Harapan Lama Sekolah
SUMATERA UTARA,2022,9.71,Rata-rata Lama Sekolah
SUMATERA UTARA,2023,13.48,Harapan Lama Sekolah
SUMATERA UTARA,2023,9.82,Rata-rata Lama Sekolah
SUMATERA UTARA,2024,13.49,Harapan Lama Sekolah
SUMATERA UTARA,2024,9.93,Rata-rata Lama Sekolah
